size,linear_time_s,binary_time_s,sort_time_s,speedup
1000,1.7561999848112463e-05,8.000002708286047e-07,6.549997488036752e-05,21.95249237843698
5000,8.49379994906485e-05,1.3940001372247935e-06,0.00047889997949823737,60.93112706555751
10000,0.00022662799921818077,2.893999917432666e-06,0.0017094999784603715,78.30960804561035
50000,0.0011363519995938986,1.7440004739910365e-06,0.006558199995197356,651.5778043301948
100000,0.007162227999651804,2.0420004148036243e-06,0.019002399989403784,3507.4566820499804
500000,0.010179843999212608,7.6039996929466725e-06,0.09712819999549538,1338.7486073487405
1000000,0.018906839999835938,3.32399969920516e-06,0.2130227999878116,5687.9788540164345
