size,bubble_time_s,merge_time_s,speedup
100,0.0002510199905373156,9.624001104384661e-05,2.6082705915625026
500,0.006446500006131828,0.0005733199999667704,11.244156852203773
1000,0.027401240007020534,0.0011464999988675117,23.89990408555333
2000,0.12075161997927353,0.002502900001127273,48.244684136357264
4000,0.48399715998675674,0.005603019997943192,86.38148001692423
8000,2.01716573999729,0.011256020003929734,179.20772522552832
